ID,Name,Description,Concepticon_ID,glosses,count_datasets,count_variables
666,RIVER,"A stream of water which flows in a channel from high ground to low ground and ultimately to a lake or the sea, except in a desert area where it may dwindle away to nothing.",666,"{""english"": [""large river"", ""river"", ""river (big) (note:+big)"", ""river (n.)"", ""river (of considerable size)"", ""river or stream"", ""river, name of a river"", ""river, stream, brook"", ""river/stream"", ""river/valley"", ""river; stream"", ""river_stream_brook"", ""the river""], ""chinese"": [""\u5ddd"", ""\u6c5f"", ""\u6c5f [b = \u6cb3\uff3d"", ""\u6cb3 (\u5927~)"", ""\u6cb3 (\u6cb3\u6d41)""], ""german"": [""fluss"", ""flu\u00df"", ""flu\u00dfs"", ""strom""], ""russian"": [""\u0440\u0435\u043a\u0430"", ""\u0440\u0463\u043a\u0430""], ""french"": [""fleuve"", ""la rive"", ""rivi\u00e8re"", ""rivi\u00e8re, fleuve""], ""spanish"": [""rio"", ""r\u00edo""], ""portuguese"": [""rio""]}",64,359
671,SAND,"A loose material consisting of small mineral particles, or rock and mineral particles, distinguishable by the naked eye; grains vary from almost spherical to angular, with a diameter range from 1/16 to 2 millimeters.",671,"{""english"": [""*sand"", ""sand"", ""sand "", ""sand (n.)"", ""sand(fine)*"", ""the sand""], ""french"": [""sable""], ""chinese"": [""\u6c99"", ""\u6c99*"", ""\u6c99\u5b50"", ""\u6c99\u5b50\uff08\u7ec6\u7684\uff09"", ""\u6c99\u5c18""], ""german"": [""sand""], ""russian"": [""\u043f\u0435\u0441\u043e\u043a"", ""\u043f\u0435\u0441\u043e\u043a (\u0441\u0442\u0440\u043e\u0438\u0442\u0435\u043b\u044c\u043d\u044b\u0439)"", ""\u043f\u0435\u0441\u043e\u043a\u044a""], ""spanish"": [""arena""], ""portuguese"": [""areia""]}",71,371
677,AXE,"A tool for felling trees or chopping wood consisting of a heavy metallic or stone head flattened to a blade on one side, and which is attached to a usually wooden handle.",677,"{""english"": [""ax"", ""axe"", ""axe (iron)"", ""axe (stone)"", ""axe (tomahawk)"", ""axe/ax"", ""axe/stone axe "", ""carving axe"", ""hatchet, axe"", ""the axe"", ""the axe/ax""], ""chinese"": [""\u65a7\u5934"", ""\u65a7\u5b50"", ""\u65a7\u982d"", ""\u6728\u67f4""], ""russian"": [""\u0442\u043e\u043f\u043e\u0440"", ""\u0442\u043e\u043f\u043e\u0440\u044a""], ""german"": [""axt"", ""beil""], ""french"": [""hache"", ""la hache""], ""portuguese"": [""machado""], ""spanish"": [""hacha""]}",61,392
680,BREAK (DESTROY OR GET DESTROYED),To divide or be divided into pieces and thereby damaged.,680,"{""english"": [""break"", ""break (bone)"", ""break (destroy or get destroyed)"", ""break (pots)"", ""break (v)"", ""break in pieces"", ""break,cleave"", ""to break"", ""to burst, break""], ""chinese"": [""\u6253\u7834"", ""\u7834"", ""\u7834 (\u7f50\u5b50\u7834\u4e86)"", ""\u7834(\u7f50\u5b50\u7834\u4e86)"", ""\u7834\u88c2""], ""german"": [""brechen"", ""brechen, zerbrechen""], ""russian"": [""\u043b\u043e\u043c\u0430\u0442\u044c"", ""\u0440\u0430\u0437\u0431\u0438\u0432\u0430\u0442\u044c"", ""\u0441\u043b\u043e\u043c\u0430\u0442\u044c""], ""french"": [""casser"", ""casser, briser""], ""portuguese"": [""romper, quebrar""], ""spanish"": [""quebrar"", ""romper""]}",39,182
690,BOTTOM,The part furthest in the direction toward which an unsupported object would fall.,690,"{""english"": [""below, bottom"", ""bottom"", ""bottom (down in the bottom)"", ""bottom (n.)"", ""bottom; below"", ""the bottom""], ""chinese"": [""\u4e0b\u9762""], ""french"": [""bas"", ""fond"", ""le fond""], ""portuguese"": [""fundo""], ""russian"": [""\u0434\u043d\u043e"", ""\u0434\u043d\u043e, \u043d\u0438\u0437"", ""\u043d\u0438\u0437""], ""spanish"": [""fondo"", ""trasero""]}",44,262
695,GO,To get from one place to another by any means.,695,"{""english"": [""(he) went"", ""(you) go!"", ""*goes"", ""go"", ""go (1st)"", ""go (afoot)"", ""go (to)"", ""go (v.)"", ""go (vi)"", ""go!"", ""go+"", ""go, to"", ""go/move"", ""going"", ""i am going"", ""i go"", ""to go"", ""to go / go!"", ""to go, walk"", ""to walk (to go)"", ""walk (go!)"", ""walk, move, go"", ""went"", ""you go!""], ""chinese"": [""\u51fa\u53bb"", ""\u53bb"", ""\u8d70"", ""\u8d70\u5f00""], ""german"": [""gehe"", ""gehen""], ""russian"": [""\u0438\u0434\u0438"", ""\u0438\u0434\u0442\u0438"", ""\u0438\u0434\u0442\u0438 (\u0443\u0445\u043e\u0434\u0438\u0442\u044c)"", ""\u0438\u0434\u0442\u0438 (\u0445\u043e\u0434\u0438\u0442\u044c/\u043f\u0440\u043e\u0434\u0430\u0432\u0430\u0442\u044c\u0441\u044f)"", ""\u0438\u0442\u0442\u0438""], ""french"": [""aller"", ""va""], ""portuguese"": [""ir""], ""spanish"": [""ir"", ""se fue""]}",51,299
700,CARRY,To lift and bring to somewhere else; to transport by lifting.,700,"{""english"": [""bear (carry); carry"", ""carry"", ""carry (1st)"", ""carry (bear)"", ""carry (v.)"", ""carry (vt)"", ""lift up / carry"", ""to carry"", ""to carry (generic)"", ""to lift"", ""will carry""], ""chinese"": [""\u62ac"", ""\u643a\u5e26"", ""\u64e1""], ""german"": [""tragen""], ""russian"": [""\u043d\u0435\u0441\u0442\u0438"", ""\u043d\u0435\u0441\u0442\u0438 (\u043d\u043e\u0441\u0438\u0442\u044c)""], ""french"": [""porter""], ""portuguese"": [""carregar"", ""levar""], ""spanish"": [""cargar"", ""llevar"", ""llevar, cargar"", ""va a cargar""]}",55,363
703,SOON,In a near future.,703,"{""english"": [""soon""], ""german"": [""bald"", ""bald, schnell""], ""russian"": [""\u0441\u043a\u043e\u0440\u043e""], ""french"": [""bient\u00f4t""], ""portuguese"": [""em breve""], ""spanish"": [""pronto""], ""chinese"": [""\u4e0d\u4e45""]}",37,185
711,TALL,Having a vertical extent greater than the average.,711,"{""english"": [""high (size)"", ""high / tall"", ""high / tall (of trees) (note:tall)"", ""high,tall"", ""tall"", ""to be tall""], ""chinese"": [""\u9ad8"", ""\u9ad8 ((\u4e2a\u5b50)~)"", ""\u9ad9""], ""french"": [""grand""], ""portuguese"": [""alto""], ""russian"": [""\u0432\u044b\u0441\u043e\u043a\u0438\u0439""], ""spanish"": [""alto""], ""german"": [""gross"", ""hoch""]}",38,256
713,STEAL,"To take possession of property belonging to another without the consent of this owner; most typically when not observed, rather than by force.",713,"{""english"": [""*steal"", ""steal"", ""steal (to)"", ""steal (tr.)"", ""steal (v.)"", ""steal (vb.)"", ""steal (vt)"", ""stealing"", ""to steal""], ""chinese"": [""\u5077""], ""german"": [""stehlen""], ""russian"": [""\u0432\u043e\u0440\u043e\u0432\u0430\u0442\u044c"", ""\u043a\u0440\u0430\u0441\u0442\u044c"", ""\u0443\u043a\u0440\u0430\u0441\u0442\u044c"", ""\u0443\u043a\u0440\u0430\u0441\u0442\u044c (\u043a\u0440\u0430\u0441\u0442\u044c/\u0432\u043e\u0440\u043e\u0432\u0430\u0442\u044c)""], ""french"": [""d\u00e9rober"", ""voler"", ""voler (d\u00e9rober)"", ""voler (object)"", ""voler, d\u00e9rober""], ""portuguese"": [""roubar""], ""spanish"": [""hurtar"", ""robar""]}",57,358
719,FIND,To encounter something by accident or after searching for it.,719,"{""english"": [""find"", ""find (v.)"", ""find it (v)"", ""found"", ""found / located"", ""to come across"", ""to find""], ""chinese"": [""\u627e\u5230"", ""\u627e\u5230 (\u627e)"", ""\u9047\uff0c\u9047\u89c1""], ""german"": [""finden""], ""russian"": [""\u043d\u0430\u0439\u0442\u0438"", ""\u043d\u0430\u0445\u043e\u0434\u0438\u0442\u044c""], ""french"": [""trouver""], ""portuguese"": [""achar, encontrar""], ""spanish"": [""encontrar"", ""encontrar, hallar""]}",50,281
72,CLAW,"The hard, keratin part growing at the feet of animals.",72,"{""chinese"": [""\u722a"", ""\u722a\u5b50""], ""english"": [""(its) claw"", ""*claw"", ""claw"", ""claw (animal)"", ""claw (n.)"", ""claw (nail)"", ""claw (non-avian nail)"", ""claw / talon"", ""claw [= nail]"", ""claw(nail) "", ""claw*"", ""claw/nail"", ""claw2"", ""the claw""], ""german"": [""klaue"", ""klauen""], ""russian"": [""\u043a\u043e\u0433\u043e\u0442\u044c""], ""french"": [""griffe"", ""griffe ""], ""portuguese"": [""garra""], ""spanish"": [""garra"", ""u\u00f1a""]}",47,243
733,EARN,"To gain (success, payment) through applied effort or work.",733,"{""english"": [""earn"", ""to earn""], ""french"": [""gagner""], ""portuguese"": [""ganhar""], ""russian"": [""\u0437\u0430\u0440\u0430\u0431\u0430\u0442\u044b\u0432\u0430\u0442\u044c""], ""spanish"": [""ganar"", ""ganar (dinero)""], ""german"": [""verdienen""], ""chinese"": [""\u8d5a""]}",46,274
734,MAKE,To create something by combining or assembling materials or parts or by changing it.,734,"{""english"": [""create, make"", ""do, make"", ""made"", ""make"", ""make (to)"", ""make (v)"", ""make / cause"", ""to make"", ""to make, create""], ""chinese"": [""\u4f7f"", ""\u505a""], ""german"": [""machen""], ""russian"": [""\u0434\u0435\u043b\u0430\u0442\u044c (\u0441\u043e\u0437\u0434\u0430\u0432\u0430\u0442\u044c/\u0434\u043e\u0431\u044b\u0432\u0430\u0442\u044c)"", ""\u0441\u0434\u0435\u043b\u0430\u0442\u044c""], ""french"": [""cr\u00e9er, faire fabriquer"", ""faire""], ""spanish"": [""hacer""]}",52,287
738,THING,"That which is considered to exist as a separate entity, quality or concept.",738,"{""english"": [""something/thing"", ""something~thing "", ""the thing"", ""thing"", ""thing/object""], ""chinese"": [""\u4e1c\u897f"", ""\u4e8b\u60c5"", ""\u6771\u897f""], ""german"": [""ding"", ""sache""], ""russian"": [""\u0432\u0435\u0449\u044c"", ""\u0432\u0435\u0449\u044c, \u043f\u0440\u0435\u0434\u043c\u0435\u0442""], ""french"": [""chose"", ""truc ""], ""portuguese"": [""coisa""], ""spanish"": [""cosa""]}",48,312
742,END (OF SPACE),Extreme part.,742,"{""english"": [""end"", ""end (of space)"", ""end (sb., spatial)"", ""the end(1)""], ""german"": [""ende""], ""russian"": [""\u043a\u043e\u043d\u0435\u0446""], ""french"": [""bout, extr\u00e9mit\u00e9""], ""portuguese"": [""extremidade, fim, ponta""], ""spanish"": [""final""]}",37,236
763,SKIN,"The tissue forming the outer covering of the vertebrate body: it consists of two layers, the outermost of which may be covered with hair, scales, feathers, etc. It is mainly protective and sensory in function.",763,"{""english"": [""(his) skin"", ""(its) skin"", ""*skin"", ""hide (sb.); skin (sb.)"", ""skin"", ""skin "", ""skin (hide) (n.)"", ""skin (my)"", ""skin (of person)"", ""skin or hide"", ""skin*"", ""skin, hide"", ""skin/hide"", ""skin2"", ""the skin"", ""the skin or hide""], ""chinese"": [""\u76ae"", ""\u76ae\u80a4"", ""\u76ae\u80a4*"", ""\u76ae\u819a"", ""\u808c\u80a4"", ""\u819a""], ""german"": [""haut""], ""russian"": [""\u043a\u043e\u0436\u0430"", ""\u043a\u043e\u0436\u0430, \u0448\u043a\u0443\u0440\u0430""], ""french"": [""la peau"", ""peau"", ""rev\u00eatement""], ""spanish"": [""piel"", ""piel, cutis, pellejo""], ""portuguese"": [""pele"", ""pele, couro""]}",65,382
767,CORPSE,A dead body.,767,"{""english"": [""corpse"", ""dead body"", ""the corpse""], ""chinese"": [""\u5c38\u4f53""], ""french"": [""cadavre""], ""portuguese"": [""cad\u00e1ver""], ""russian"": [""\u0442\u0440\u0443\u043f""], ""spanish"": [""cad\u00e1ver""], ""german"": [""leichnam"", ""leichnam, leiche, der tote""]}",50,276
777,FLUTE,A musical instrument of the woodwind family.,777,"{""english"": [""flute"", ""flute "", ""flute (bamboo)"", ""flutes"", ""the flute""], ""chinese"": [""\u7b1b\u5b50"", ""\u957f\u7b1b""], ""french"": [""flute"", ""fl\u00fbte""], ""portuguese"": [""flauta""], ""russian"": [""\u0444\u043b\u0435\u0439\u0442\u0430""], ""spanish"": [""flauta""], ""german"": [""fl\u00f6te"", ""querfl\u00f6te""]}",55,351
78,THAT,"The indicated object, item, etc. distant from the speaker.",78,"{""chinese"": [""\u90a3"", ""\u90a3(\u4e2a)"", ""\u90a3(\u4e2a)*"", ""\u90a3(\u8fd1\u6307)"", ""\u90a3\u4e2a"", ""\u90a3\u500b""], ""english"": [""*that"", ""*those"", ""[pl] those"", ""that"", ""that "", ""that (1)"", ""that (2)"", ""that (3)"", ""that (adj.)"", ""that (adjective, neuter)"", ""that (deixis, distal)"", ""that (distant)"", ""that (far from here)"", ""that (man)"", ""that (nt.)"", ""that thing"", ""that*"", ""that----"", ""that/that one"", ""those""], ""german"": [""das"", ""jene"", ""jener""], ""russian"": [""\u0442\u043e"", ""\u0442\u043e\u0442""], ""spanish"": [""aquel"", ""eso, ese, aquel""], ""french"": [""ce(monsieur)-l\u00e0"", ""cela"", ""celui-l\u00e0"", ""\u00e7a, cela""], ""portuguese"": [""aquele"", ""aquele / aquilo""]}",42,182
782,DEFEAT,An end to a struggle or contest that did not end in success.,782,"{""english"": [""conquer, defeat"", ""defeat"", ""defeat (n)"", ""defeat (sb.)"", ""the defeat"", ""to conquer (somebody, something), triumph (over somebody, something), gain victory""], ""french"": [""d\u00e9faite, d\u00e9route"", ""vaincre""], ""portuguese"": [""derrota""], ""russian"": [""\u043f\u043e\u0440\u0430\u0436\u0435\u043d\u0438\u0435""], ""spanish"": [""derrota""], ""german"": [""besiegen""]}",38,223
785,STRONG,Capable of producing great physical force.,785,"{""english"": [""(be) strong (physically)"", ""be strong"", ""strong"", ""strong (physically)"", ""strong, mighty, powerful"", ""to be strong""], ""french"": [""(\u00eatre) fort"", ""fort""], ""german"": [""kr\u00e4ftig"", ""stark""], ""russian"": [""sil\u2019nyj"", ""\u043a\u0440\u0463\u043f\u043e\u043a\u044a"", ""\u0441\u0438\u043b\u044c\u043d\u044b\u0439""], ""chinese"": [""\u575a\u5f3a"", ""\u58ef"", ""\u5f37\u58ef"", ""\u5f3a\u58ee"", ""\u8301\u58ee""], ""portuguese"": [""forte""], ""spanish"": [""fuerte""]}",66,409
795,TROUT,Fresh water salmon.,795,"{""english"": [""trout"", ""trout, freshwater""], ""spanish"": [""trucha""], ""chinese"": [""\u9cdf\u9c7c""], ""french"": [""truite""], ""russian"": [""\u0444\u043e\u0440\u0435\u043b\u044c""]}",35,210
796,NIPPLE,"The projection of a mammary gland from which, on female mammals, milk can be secreted.",796,"{""english"": [""nipple"", ""nipple or teat"", ""nipple, teat"", ""teat"", ""the nipple or teat""], ""french"": [""mamelon, t\u00e9ton""], ""portuguese"": [""mamilo"", ""mamilo, teta""], ""russian"": [""\u0441\u043e\u0441\u043e\u043a""], ""spanish"": [""pez\u00f3n""], ""german"": [""brustwarze"", ""zitze""]}",38,219
797,TESTICLES,"The male sex gland that produces sperm and male hormones, found in some types of animals and humans.",797,"{""english"": [""scrotum"", ""testicle"", ""testicle(s)"", ""testicles"", ""the testicles""], ""chinese"": [""\u777e\u4e38""], ""french"": [""testicule""], ""portuguese"": [""test\u00edculo"", ""test\u00edculos""], ""russian"": [""\u0442\u0435\u0441\u0442\u0438\u043a\u0443\u043b (\u043c\u0443\u0436\u0441\u043a\u043e\u0435 \u044f\u0438\u0447\u043a\u043e)""], ""spanish"": [""test\u00edculo""], ""german"": [""hoden"", ""testikel""]}",33,189
809,TROUSERS,An item of clothing worn on the lower part of the body and covering both legs separately.,809,"{""english"": [""breeches; trousers"", ""pants"", ""pants / trousers"", ""pants / trousers (female's) (note:+male)"", ""pants/trousers"", ""the trousers"", ""trousers""], ""chinese"": [""\u88e4"", ""\u88e4\u5b50"", ""\u88e4\u5b50 (\u7537\u88e4)"", ""\u8932\u5b50""], ""german"": [""beinkleid"", ""hose""], ""russian"": [""\u0431\u0440\u044e\u043a\u0438"", ""\u0448\u0442\u0430\u043d\u044b, \u0431\u0440\u044e\u043a\u0438""], ""french"": [""pantalon"", ""\u00abdes\u00bb pantalons""], ""portuguese"": [""cal\u00e7as""], ""spanish"": [""calzon"", ""calzoncillos"", ""pantalones"", ""pantalones, calzones"", ""pantaloon"", ""pantal\u00f3n""]}",53,358
816,HALF,One of the two equal parts of a whole.,816,"{""english"": [""a half"", ""half"", ""half (adj.)"", ""half a quantity"", ""half a unit"", ""half-full"", ""the half""], ""chinese"": [""\u4e00\u534a"", ""\u534a"", ""\u534a (\u4e00\u534a)"", ""\u534a(\u4e00\u534a)"", ""\u534a\uff08\u6728\u5934\u7684\u4e00\u534a\uff09""], ""german"": [""halb"", ""h\u00e4lfte""], ""russian"": [""\u043f\u043e\u043b\u043e\u0432\u0438\u043d\u0430""], ""french"": [""la moiti\u00e9"", ""moiti\u00e9""], ""portuguese"": [""metade""], ""spanish"": [""mitad""]}",47,247
817,THEY,"The third person plural of the personal pronoun that designates more than one person or animal, thing or idea which have already been mentioned previously.",817,"{""chinese"": [""\u4ed6\u4eec"", ""\u4ed6\u4eec/\u5979\u4eec*"", ""\u4ed6\u5011""], ""english"": [""$they"", ""**they"", ""3p"", ""3pl"", ""3pl."", ""3rd pl."", ""[3p-pauc] they"", ""they"", ""they (3 p.p.)"", ""they (3pl)"", ""they (dual. & plur.)"", ""they (human)"", ""they (plural)"", ""they (pronoun d:3p)"", ""they dl."", ""they*"", ""they, them [plural]"", ""\u00b3 pl; they""], ""german"": [""sie"", ""sie (mehreren)"", ""sie \u00dfind""], ""russian"": [""\u0438\u043c\u044a"", ""\u043e\u043d\u0438"", ""\u0441\u0443\u0442\u044c""], ""french"": [""eux"", ""eux, elles"", ""ils"", ""ils \u00dfont""], ""portuguese"": [""eles"", ""eles, elas""], ""spanish"": [""ellos"", ""ellos, ellas""]}",40,189
819,STOMACH,"An organ in the body, involved in digestion of food.",819,"{""english"": [""belly; stomach"", ""stomach"", ""stomach (cow, goat) (note:+livestock {lit. cow, sheep})"", ""stomach (guts)"", ""stomach (internal)"", ""the stomach""], ""chinese"": [""\u809a\u5b50"", ""\u80c3"", ""\u80c3 ((\u725b,\u7f8a)~)""], ""german"": [""magen""], ""russian"": [""\u0436\u0435\u043b\u0443\u0434\u043e\u043a"", ""\u0436\u0435\u043b\u0443\u0434\u043e\u043a\u044a""], ""french"": [""estomac"", ""estomac, (malau) ventre"", ""estomac, ventre (interne)"", ""e\u00dftomac""], ""portuguese"": [""est\u00f4mago"", ""est\u00f4mago, barriga""], ""spanish"": [""est\u00f3mago"", ""vientre""]}",57,362
829,RAFTER,"One of several parallel sloping beams that extend from the ridge to the wall-plate, to support the roof and its associated loads; the sloping top member of a roof truss, which carries the purlins.",829,"{""english"": [""rafter"", ""rafter (of building)"", ""roof rafter"", ""the rafter""], ""chinese"": [""\u693d\u5b50""], ""french"": [""poutre, chevron""], ""portuguese"": [""viga, barrote""], ""russian"": [""\u0441\u0442\u0440\u043e\u043f\u0438\u043b\u043e, \u0431\u0430\u043b\u043a\u0430""], ""spanish"": [""viga""]}",24,134
842,LIQUOR,Alcoholic beverage containing more than 20 percent alcohol.,842,"{""english"": [""liquor""], ""chinese"": [""\u751c\u9152"", ""\u9152""], ""spanish"": [""aguardiente"", ""esp\u00edritu""], ""french"": [""liqueur (alcool)""], ""russian"": [""\u0441\u043f\u0438\u0440\u0442\u043d\u043e\u0435""]}",33,185
848,THIRST,A physiological need to drink.,848,"{""english"": [""thirst"", ""thirst (sb.)"", ""water directional-thirst""], ""french"": [""soif""], ""portuguese"": [""sede""], ""russian"": [""\u0436\u0430\u0436\u0434\u0430""], ""spanish"": [""sed""]}",39,213
852,PRIEST,"A minister of the Catholic church empowered to administer the sacraments, most particularly that of the Eucharist or Holy Communion, as well as those of confession and extreme unction.",852,"{""english"": [""priest"", ""priest (christianity)"", ""priest (modern)"", ""the priest""], ""french"": [""pr\u00eatre"", ""pr\u00eatre, cur\u00e9""], ""portuguese"": [""sacerdote""], ""russian"": [""\u0441\u0432\u044f\u0449\u0435\u043d\u043d\u0438\u043a""], ""spanish"": [""cura, presb\u00edtero"", ""sacerdote""], ""german"": [""priester""], ""chinese"": [""\u7267\u5e08 (\u795e\u804c\u4eba\u5458)""]}",49,285
871,RATTLESNAKE,"Poisonous snake of the genus Crotalus, known by the rattling tail.",871,"{""english"": [""rattlesnake"", ""rattlesnake (1)"", ""rattlesnake (2)""], ""spanish"": [""cascabel"", ""serpiente""]}",23,147
874,CANDY,Food item that is rich in sugar.,874,"{""chinese"": [""\u7cd6"", ""\u7cd6\u679c""], ""english"": [""candy"", ""candy/sweets"", ""goodies, candy"", ""the candy/sweets""], ""french"": [""bonbon "", ""bonbon (confiserie)""], ""russian"": [""\u043a\u043e\u043d\u0444\u0435\u0442\u044b (\u0441\u043b\u0430\u0434\u043e\u0441\u0442\u044c)""], ""spanish"": [""caramelo""]}",46,308
875,SHOEMAKER,A person whose profession is making and repairing footwear.,875,"{""english"": [""cobbler; shoemaker"", ""shoemaker"", ""shoemaker, cobbler"", ""the shoemaker""], ""french"": [""cordonnier""], ""portuguese"": [""sapateiro""], ""russian"": [""\u0441\u0430\u043f\u043e\u0436\u043d\u0438\u043a""], ""spanish"": [""zapatero""], ""german"": [""schuster""]}",26,148
877,MASON,A craftsman who builds in stone or brick otherwise known as masonry.,877,"{""english"": [""mason"", ""the mason""], ""french"": [""ma\u00e7on""], ""portuguese"": [""pedreiro""], ""russian"": [""\u043a\u0430\u043c\u0435\u043d\u0449\u0438\u043a""], ""spanish"": [""alba\u00f1il""], ""german"": [""maurer""]}",29,140
882,PARROT,"Any bird of the order Psittaciformes, many species of which are colourful and able to mimic human speech.",882,"{""english"": [""parrot"", ""parrot, parakeet"", ""the parrot""], ""chinese"": [""\u9e66\u9e49""], ""french"": [""perroquet""], ""portuguese"": [""papagaio""], ""russian"": [""\u043f\u043e\u043f\u0443\u0433\u0430\u0439""], ""spanish"": [""loro"", ""papagayo""], ""german"": [""papagai"", ""papagei"", ""papagei ""]}",43,203
885,OPPOSITE,The contrary; being opposed to something.,885,"{""english"": [""opposite""], ""chinese"": [""\u53cd"", ""\u5bf9\u9762"", ""\u76f8\u53cd""], ""french"": [""contraire""], ""russian"": [""\u043f\u0440\u043e\u0442\u0438\u0432\u043e\u043f\u043e\u043b\u043e\u0436\u043d\u044b\u0439 (\u043f\u0440\u043e\u0442\u0438\u0432\u043e\u043b\u0435\u0436\u0430\u0449\u0438\u0439)""], ""spanish"": [""opuesto""]}",31,206
887,BITTER,Having an acrid taste.,887,"{""english"": [""(be) bitter"", ""be bitter"", ""bitter"", ""bitter (vi)"", ""bitterness"", ""to be bitter"", ""wormwood, artemisia; bitterness""], ""chinese"": [""\u82e6""], ""french"": [""(\u00eatre) amer"", ""amer"", ""amer, \u00e2pre""], ""german"": [""bitter""], ""russian"": [""\u0433\u043e\u0440\u044c\u043a\u0438\u0439""], ""portuguese"": [""amargo""], ""spanish"": [""amargo""]}",57,317
889,FLAME,"A bright yellow, red or bluish light which emerges during combustion processes.",889,"{""english"": [""flame"", ""flame (noun)"", ""the flame""], ""chinese"": [""\u706b\u7130"", ""\u706b\u82d7""], ""german"": [""flamme""], ""french"": [""flamme"", ""la flamme""], ""portuguese"": [""chama""], ""russian"": [""\u043f\u043b\u0430\u043c\u044f""], ""spanish"": [""llama""]}",42,235
89,NATIVE COUNTRY,One’s country of birth.,89,"{""english"": [""country (one\u2019s native)"", ""native country"", ""one's native country"", ""the native country""], ""french"": [""patrie""], ""portuguese"": [""p\u00e1tria""], ""russian"": [""\u0440\u043e\u0434\u043d\u0430\u044f \u0441\u0442\u0440\u0430\u043d\u0430""], ""spanish"": [""patria""]}",16,77
890,MULE,The offspring of a male donkey and a female horse.,890,"{""english"": [""mule"", ""the mule""], ""chinese"": [""\u9a3e\u5b50"", ""\u9aa1\u5b50""], ""french"": [""mulet""], ""portuguese"": [""mulo/mula""], ""russian"": [""\u043c\u0443\u043b""], ""spanish"": [""mula"", ""mulo""], ""german"": [""maulthier""]}",44,220
892,TIME,"The dimension of the physical universe which, at a given place, orders the sequence of events.",892,"{""english"": [""the time"", ""time"", ""time, weather"", ""time~when""], ""chinese"": [""\u65f6\u5019"", ""\u65f6\u95f4"", ""\u6642\u5019""], ""german"": [""zeit""], ""russian"": [""\u0432\u0440\u0435\u043c\u044f""], ""french"": [""heure, temps"", ""temps""], ""portuguese"": [""tempo""], ""spanish"": [""tiempo""]}",55,347
894,TOAD,"Any anuran amphibian of the family Bufonidae, such as Bufo bufo of Europe. They are similar to frogs but are more terrestrial, having a drier warty skin.",894,"{""english"": [""toad"", ""toad sp.""], ""chinese"": [""\u765e\u86e4\u87c6"", ""\u7669\u86e4\u87c6""], ""spanish"": [""sapo""], ""german"": [""kr\u00f6te""], ""french"": [""crapaud""], ""russian"": [""\u0436\u0430\u0431\u0430""], ""portuguese"": [""sapo""]}",41,202
895,TORTOISE,"Any herbivorous terrestrial chelonian reptile of the family Testudinidae, of most warm regions, having a heavy dome-shaped shell and clawed limbs.",895,"{""english"": [""tortoise"", ""tortoise (land)"", ""tortoise (red foot, yellow foot/giant)"", ""tortoise2"", ""turtle""], ""chinese"": [""\u4e4c\u9f9f""], ""spanish"": [""gal\u00e1pago"", ""tortuga"", ""tortuga de tierra, morrocoy""], ""french"": [""tortue"", ""tortue (terre)"", ""tortue (terrestre)""], ""german"": [""jabut\u00ed"", ""schildkr\u00f6te""]}",37,234
896,ANACONDA (WATER BOA),"Any of various large non-venomous snakes of the genus Eunectes, found mainly in northern South America.",896,"{""english"": [""anaconda"", ""anaconda (water boa)"", ""anaconda, water boa""], ""spanish"": [""anaconda"", ""anaconda, culebra de agua""], ""portuguese"": [""cobra-grande"", ""jib\u00f3ia"", ""sucuri""], ""german"": [""giboya""]}",15,91
911,TEMPLE,A house of worship and spiritual activities.,911,"{""english"": [""temple"", ""temple, church"", ""the temple""], ""chinese"": [""\u5bfa\u9662"", ""\u5e99""], ""french"": [""temple, \u00e9glise""], ""portuguese"": [""templo, igreja""], ""russian"": [""\u0445\u0440\u0430\u043c, \u0446\u0435\u0440\u043a\u043e\u0432\u044c""], ""spanish"": [""iglesia""]}",33,194
913,CROW,"A bird, usually black, of the genus Corvus, having a strong conical beak, with projecting bristles; it has a harsh, croaking call.",913,"{""english"": [""a crow"", ""crow"", ""crow (bird)"", ""the crow""], ""chinese"": [""\u4e4c\u9e26"", ""\u70cf\u9d09""], ""german"": [""kraehe"", ""kr\u00e4he""], ""russian"": [""\u0432\u043e\u0440\u043e\u043d\u0430""], ""french"": [""corbeau"", ""corneille""], ""portuguese"": [""corvo""], ""spanish"": [""cuervo""]}",47,276
920,GRAPE,"A small, round, smooth-skinned edible fruit, usually purple, red, or green, that grows in bunches on certain vines.",920,"{""english"": [""grape"", ""grape, wine grape, vitis vinifer"", ""grape; raisin"", ""grapes"", ""grapes (sing.)"", ""the grape""], ""chinese"": [""\u8461\u8404""], ""french"": [""raisin""], ""portuguese"": [""uva""], ""russian"": [""\u0432\u0438\u043d\u043e\u0433\u0440\u0430\u0434""], ""spanish"": [""uva""], ""german"": [""weintraube""]}",56,315
922,PEAR,A fruit produced by the pear tree.,922,"{""chinese"": [""\u68a8"", ""\u68a8 ((\u5c0f\u9ec4)~)"", ""\u68a8\u5b50""], ""english"": [""pear"", ""pear (flat: ch. 'bian3 li2') (note:+small +yellow)"", ""pear, pyrus communis""], ""german"": [""birne""], ""russian"": [""\u0433\u0440\u0443\u0448\u0430""], ""spanish"": [""pera""], ""french"": [""poire""]}",52,323
