ID,Dataset_ID,Language_ID,Name,Note,Other,Source,Category,Structure,Rating,Tag,Datatype,valueUrl
Baroni-2011-200-MERONYM,Baroni-2011-200,eng,,"This is a list of nouns referring to a part/component/organ/member of the concept, or something that the concept contains or is made of.",,,relations,linguistic,corpus,meronym,"""string""",
Baroni-2011-200-RANDOM_ADJECTIVE,Baroni-2011-200,eng,,This is a list of adjectives related to the concept. Random relata were chosen to approximately match the frequency of occurrence of the true relata (frequencies computed on the concatenated WaCkypedia_EN and ukWaC corpora.,random,,relations,linguistic,corpus,adjective,"""string""",
Baroni-2011-200-RANDOM_NOUN,Baroni-2011-200,eng,,This is a list of nouns related to the concept. Random relata were chosen to approximately match the frequency of occurrence of the true relata (frequencies computed on the concatenated WaCkypedia_EN and ukWaC corpora.,random,,relations,linguistic,corpus,noun,"""string""",
Baroni-2011-200-RANDOM_VERB,Baroni-2011-200,eng,,This is a list of verbs related to the concept. Random relata were chosen to approximately match the frequency of occurrence of the true relata (frequencies computed on the concatenated WaCkypedia_EN and ukWaC corpora.,random,,relations,linguistic,corpus,verb,"""string""",
Matisoff-2015-STEDT-STEDT_ID,Matisoff-2015-STEDT,eng,,This is the identifier of the item in the STEDT database.,,,relations,linguistic,corpus,identifier,"""string""",https://stedt.berkeley.edu/~stedt-cgi/rootcanal.pl/edit/lexicon?lexicon.rn={Value}
Matisoff-2015-STEDT-SEMANTIC_CATEGORY,Matisoff-2015-STEDT,eng,,"This is the semantic key (semkey) which is a unique identification string given to each semantic category, with the semkey taking the form of a string x, x.x, x.x.x, or x.x.x.x. The first digit in the semkey indicates the broad semantic category to which it belongs, as described above, where «1» is used for «Body Parts», «2» is used for «Animals (and Animal Verbs)», and so on. Each of the following «x»s in the semkey (x.x, x.x.x, etc.) denotes a more fine-grained semantic categorization; for example, 1.5 is «Limbs, Joints, & Body Measures», 1.5.1 is «Hand, Arm, Wing», and 1.5.1.1 is «Hand».",,,relations,linguistic,user,semantic field,"""string""",
Kiss-1973-EAT-WEIGHTED_DEGREE,Kiss-1973-EAT,eng,,This is the weighted degree we computed from the association data (the sum of all association weights per word).,weighted degree,,relations,numeric,user,associations,"""nonNegativeInteger""",
Kiss-1973-EAT-DEGREE,Kiss-1973-EAT,eng,,This is the degree we computed from the association data (the number of association edges per word).,degree,,relations,numeric,user,associations,"""nonNegativeInteger""",
Wikidata-WIKIDATA_LABEL,Wikidata,eng,,This is the label/identifier of the Wikidata item.,,,relations,semantic,corpus,identifier,"""string""",https://www.wikidata.org/wiki/Lexeme:{Value}
Wikidata-WIKIDATA_DESCRIPTION,Wikidata,eng,,This is the decription of the Wikidata item. It is meant to disambiguate the items.,,,relations,semantic,corpus,definition,"""string""",
Hill-2015-999-SIM_LEX_999,Hill-2015-999,eng,,"The SimLex999 similarity rating. Note that average annotator scores have been (linearly) mapped from the range [0,6] to the range [0,10] to match other datasets such as WordSim-353.",,,relations,numeric,corpus,similarity,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""10""}",
Hill-2015-999-CONCRETENESS_WORD1,Hill-2015-999,eng,,The concreteness rating of word1 on a scale of 1-7. Taken from the University of South Florida Free Association Norms database [(Nelson et al. 1998)](sources.bib#cldf:Nelson1998).,word1,Nelson1998,ratings,mean,corpus,concreteness,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Hill-2015-999-CONCRETENESS_WORD2,Hill-2015-999,eng,,The concreteness rating of word1 on a scale of 1-7. Taken from the University of South Florida Free Association Norms database [(Nelson et al. 1998)](sources.bib#cldf:Nelson1998).,word2,Nelson1998,ratings,mean,corpus,concreteness,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Hill-2015-999-CONCRETENESS,Hill-2015-999,eng,,The quartile the pair occupies based on the two concreteness ratings.,,,ratings,mean,corpus,concreteness,"""integer""",
Hill-2015-999-ASSOCIATION_STRENGTH,Hill-2015-999,eng,,The strength of free association from word1 to word2. Values are taken from the University of South Florida Free Association Dataset [(Nelson et al. 1998)](sources.bib#cldf:Nelson1998).,strength,,relations,numeric,corpus,associations,"""float""",
Hill-2015-999-SIM_ASSOCIATION_333,Hill-2015-999,eng,,Binary indicator of whether the pair is one of the 333 most associated in the dataset (according to ASSOCIATION_STRENGTH). This subset of SimLex999 is often the hardest for computational models to capture because the noise from high association can confound the similarity rating.,binary indicator,,relations,numeric,corpus,associations,"{""base"": ""nonNegativeInteger"", ""minimum"": ""0"", ""maximum"": ""1""}",
OmegaWiki-OMEGAWIKI_ID,OmegaWiki,eng,,This is the identifier of the OmegaWiki item.,,,relations,semantic,corpus,identifier,"""string""",http://www.omegawiki.org/DefinedMeaning:{Value}
Babelnet-BABELNET_ID,Babelnet,eng,,This is the identifier of the BabelNet item.,,,relations,semantic,corpus,identifier,"""string""",http://babelnet.org/synset?id=bn:{Value}&lang=EN
Babelnet-BABELNET_DEFINITION,Babelnet,eng,,This is the description of the BabelNet item.,,,relations,semantic,corpus,definition,"""string""",
Haspelmath-2009-1460-SEMANTIC_FIELD,Haspelmath-2009-1460,eng,,The semantic field of a given word.,,,relations,linguistic,user,semantic field,"""string""",
Haspelmath-2009-1460-AGE_SCORE,Haspelmath-2009-1460,eng,,This gives the average age score of all words corresponding to this meaning.,,,relations,numeric,user,word age,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""1""}",
Haspelmath-2009-1460-BORROWING_SCORE,Haspelmath-2009-1460,eng,,This gives the average borrowed score of all words corresponding to this meaning.,,,relations,percentage,user,borrowing,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""1""}",
Haspelmath-2009-1460-SIMPLICITY_SCORE,Haspelmath-2009-1460,eng,,This gives the average simplicity score of all words corresponding to this meaning.,,,relations,numeric,user,word simplicity,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""1""}",
Haspelmath-2009-1460-RANK,Haspelmath-2009-1460,eng,,This value indicates the stability of a word and its resistance to borrowing across languages.,rank,,relations,ordinality,user,stability,"""integer""",
Calude-2011-200-ENGLISH_FREQUENCY,Calude-2011-200,eng,,Log10 frequency of basic words.,,,norms,logarithmic,corpus,frequency,"""decimal""",
Calude-2011-200-SPANISH_FREQUENCY,Calude-2011-200,spa,,Log10 frequency of basic words.,,,norms,logarithmic,corpus,frequency,"""decimal""",
Calude-2011-200-RUSSIAN_FREQUENCY,Calude-2011-200,rus,,Log10 frequency of basic words.,,,norms,logarithmic,corpus,frequency,"""decimal""",
Calude-2011-200-GREEK_FREQUENCY,Calude-2011-200,ell,,Log10 frequency of basic words.,,,norms,logarithmic,corpus,frequency,"""decimal""",
Calude-2011-200-PORTUGUESE_FREQUENCY,Calude-2011-200,por,,Log10 frequency of basic words.,,,norms,logarithmic,corpus,frequency,"""decimal""",
Calude-2011-200-CHINESE_FREQUENCY,Calude-2011-200,zho,,Log10 frequency of basic words.,,,norms,logarithmic,corpus,frequency,"""decimal""",
Calude-2011-200-SWAHILI_FREQUENCY,Calude-2011-200,swa,,Log10 frequency of basic words.,,,norms,logarithmic,corpus,frequency,"""decimal""",
Calude-2011-200-CHILEAN_FREQUENCY,Calude-2011-200,spa,,Log10 frequency of basic words.,Chilean Spanish,,norms,logarithmic,corpus,frequency,"""decimal""",
Calude-2011-200-FINNISH_FREQUENCY,Calude-2011-200,fin,,Log10 frequency of basic words.,,,norms,logarithmic,corpus,frequency,"""decimal""",
Calude-2011-200-ESTONIAN_FREQUENCY,Calude-2011-200,est,,Log10 frequency of basic words.,,,norms,logarithmic,corpus,frequency,"""decimal""",
Calude-2011-200-FRENCH_FREQUENCY,Calude-2011-200,fra,,Log10 frequency of basic words.,,,norms,logarithmic,corpus,frequency,"""decimal""",
Calude-2011-200-TURKISH_FREQUENCY,Calude-2011-200,tur,,Log10 frequency of basic words.,,,norms,logarithmic,corpus,frequency,"""decimal""",
Calude-2011-200-CZECH_FREQUENCY,Calude-2011-200,ces,,Log10 frequency of basic words.,,,norms,logarithmic,corpus,frequency,"""decimal""",
Calude-2011-200-POLISH_FREQUENCY,Calude-2011-200,pol,,Log10 frequency of basic words.,,,norms,logarithmic,corpus,frequency,"""decimal""",
Calude-2011-200-BASQUE_FREQUENCY,Calude-2011-200,eus,,Log10 frequency of basic words.,,,norms,logarithmic,corpus,frequency,"""decimal""",
Calude-2011-200-MAORI_FREQUENCY,Calude-2011-200,mri,,Log10 frequency of basic words.,,,norms,logarithmic,corpus,frequency,"""decimal""",
Calude-2011-200-TOK_PISIN_FREQUENCY,Calude-2011-200,tpi,,Log10 frequency of basic words.,,,norms,logarithmic,corpus,frequency,"""decimal""",
Morucci-2019-643-AUDITORY_MEAN,Morucci-2019-643,ita,,Mean rating (0-5) of how strongly adjective concept is experienced by hearing.,auditory,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Morucci-2019-643-GUSTATORY_MEAN,Morucci-2019-643,ita,,Mean rating (0-5) of how strongly adjective concept is experienced by tasting.,gustatory,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Morucci-2019-643-HAPTIC_MEAN,Morucci-2019-643,ita,,Mean rating (0-5) of how strongly adjective concept is experienced by feeling through touch.,haptic,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Morucci-2019-643-OLFACTORY_MEAN,Morucci-2019-643,ita,,Mean rating (0-5) of how strongly adjective concept is experienced by smelling.,olfactory,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Morucci-2019-643-VISUAL_MEAN,Morucci-2019-643,ita,,Mean rating (0-5) of how strongly adjective concept is experienced by seeing.,visual,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Morucci-2019-643-PERCEPTUAL_DOMINANT,Morucci-2019-643,ita,,"Modality through which adjective concept is experienced most strongly (i.e., with highest strength rating).",dominant perceptual strength,,ratings,linguistic,meta,sensory modality,"{""base"": ""string"", ""format"": ""gusto|olfatto|tatto|udito|vista""}",
Morucci-2019-643-PERCEPTUAL_EXCLUSIVITY,Morucci-2019-643,ita,,"Extent to which adjective concept is experienced through a single perceptual modality (0 – 100%), calculated as range of strength values divided by their sum.",exclusivity perceptual strength,,ratings,percentage,meta,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""1""}",
Morucci-2019-643-PERCEPTUAL_STRENGTH_MAX,Morucci-2019-643,ita,,"Perceptual strength in the dominant modality (i.e., highest strength rating across six perceptual modalities).",maximum perceptual strength,,ratings,numeric,user,sensory modality,"""float""",
Morucci-2019-643-PERCEPTUAL_STRENGTH_SUM,Morucci-2019-643,ita,,The sum of the perceptual scores related to the five sensory modalities.,perceptual strength,,ratings,sum,user,sensory modality,"""float""",
Morucci-2019-643-PERCEPTUAL_STRENGTH_ENTROPY,Morucci-2019-643,ita,,The variability of the scores across the five sensory modalities.,entropy perceptual strength,,ratings,numeric,user,sensory modality,"""float""",
Morucci-2019-643-FAMILIARITY_MEAN,Morucci-2019-643,eng,,The frequency (1-7) with which a word occurs in everyday life.,,,ratings,mean,user,familiarity,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Morucci-2019-643-AOA_MEAN,Morucci-2019-643,eng,,The age at which a word was learnt. The rating scale goes from one (0–2 years) to seven (13 and older) with intervening points spanning two years. ,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Miklashevsky-2018-506-AUDITORY_MEAN,Miklashevsky-2018-506,rus,,Mean rating (1-7) of how strongly noun concept is experienced by hearing.,auditory,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Miklashevsky-2018-506-GUSTATORY_MEAN,Miklashevsky-2018-506,rus,,Mean rating (1-7) of how strongly noun concept is experienced by tasting.,gustatory,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Miklashevsky-2018-506-HAPTIC_MEAN,Miklashevsky-2018-506,rus,,Mean rating (1-7) of how strongly noun concept is experienced by feeling through touch.,haptic,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Miklashevsky-2018-506-OLFACTORY_MEAN,Miklashevsky-2018-506,rus,,Mean rating (1-7) of how strongly noun concept is experienced by smelling.,olfactory,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Miklashevsky-2018-506-VISUAL_MEAN,Miklashevsky-2018-506,rus,,Mean rating (1-7) of how strongly noun concept is experienced by seeing.,visual,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Miklashevsky-2018-506-AOA_MEAN,Miklashevsky-2018-506,rus,,The mean of age of acquisition rating. Participants were asked to indicate the age in years from 0 to 15 in which they had acquired the word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""15""}",
Miklashevsky-2018-506-SEMANTIC_CATEGORY,Miklashevsky-2018-506,rus,,"The semantic category of the word (16 categories, e.g., action, body part, food).",,,relations,linguistic,user,semantic field,"{""base"": ""string"", ""format"": ""Action|Animal|Body_Part|Building|Clothes|Food|Ground|Intelligence|Object|Sense_Emotion|Sense_Phys|Sound|Space|Tool_power_grip|Tool_precise_grip|Transport""}",
Miklashevsky-2018-506-ABSTRACTNESS,Miklashevsky-2018-506,rus,,"The abstractness of the category: Abstract (categories: Action, Intelligence, Sense_Emotion, Sense_Phys) vs. Concrete (all other categories).",,,relations,linguistic,user,abstractness,"{""base"": ""boolean"", ""format"": ""abstract|concrete""}",
Miklashevsky-2018-506-OBJECTIVE_WORD_FREQUENCY,Miklashevsky-2018-506,rus,,The decimal logarithm of objective word frequency (based on [Ljashevskaja and Sharov 2009](sources.bib#cldf:Ljashevskaja2009)).,,Ljashevskaja2009,norms,logarithmic,corpus,frequency,"""float""",
Miklashevsky-2018-506-IMAGEABILITY_MEAN,Miklashevsky-2018-506,rus,,Imageability estimates were based on a 7-point rating scale (1—the lowest; 7—the highest).,,,ratings,mean,user,imageability,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Miklashevsky-2018-506-MANIPULABILITY_MEAN,Miklashevsky-2018-506,rus,,Manipulability estimates were based on a 7-point rating scale (1—the lowest; 7—the highest).,manipulability,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Miklashevsky-2018-506-SPATIAL_LOCALIZATION_MEAN,Miklashevsky-2018-506,rus,,Spatial localization estimates were based on a 7-point rating scale (1—the lowest; 7—the highest).,,,ratings,mean,user,spatial localization,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Miklashevsky-2018-506-SUBJECTIVE_FREQ_MEAN,Miklashevsky-2018-506,rus,, Subjective frequency estimates were based on a 7-point rating scale (1—the lowest; 7—the highest).,subjective,,norms,mean,user,frequency,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Chen-2019-171-AUDITORY_MEAN,Chen-2019-171,zho,,Mean rating (0-5) of how strongly adjective concept is experienced by hearing.,auditory,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Chen-2019-171-GUSTATORY_MEAN,Chen-2019-171,zho,,Mean rating (0-5) of how strongly adjective concept is experienced by tasting.,gustatory,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Chen-2019-171-HAPTIC_MEAN,Chen-2019-171,zho,,Mean rating (0-5) of how strongly adjective concept is experienced by feeling through touch.,haptic,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Chen-2019-171-OLFACTORY_MEAN,Chen-2019-171,zho,,Mean rating (0-5) of how strongly adjective concept is experienced by smelling.,olfactory,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Chen-2019-171-VISUAL_MEAN,Chen-2019-171,zho,,Mean rating (0-5) of how strongly adjective concept is experienced by seeing.,visual,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Chen-2019-171-PERCEPTUAL_EXCLUSIVITY,Chen-2019-171,zho,,"Modality exclusivity of the concept; the extent to which a concept is experienced through a single perceptual modality (0–1, typically expressed as %), calculated as the range of perceptual strength values divided by their sum.",exclusivity perceptual strength,,ratings,percentage,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""1""}",
Chen-2019-171-PERCEPTUAL_DOMINANT,Chen-2019-171,zho,,"Modality through which adjective concept is experienced most strongly (i.e., with highest strength rating).",dominant perceptual strength,,ratings,linguistic,meta,sensory modality,"{""base"": ""string"", ""format"": ""Auditory|Gustatory|Haptic|Olfactory|Visual""}",
Chen-2019-61-AUDITORY_MEAN,Chen-2019-61,zho,,Mean rating (0-5) of how strongly adjective concept is experienced by hearing.,auditory,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Chen-2019-61-GUSTATORY_MEAN,Chen-2019-61,zho,,Mean rating (0-5) of how strongly adjective concept is experienced by tasting.,gustatory,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Chen-2019-61-HAPTIC_MEAN,Chen-2019-61,zho,,Mean rating (0-5) of how strongly adjective concept is experienced by feeling through touch.,haptic,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Chen-2019-61-OLFACTORY_MEAN,Chen-2019-61,zho,,Mean rating (0-5) of how strongly adjective concept is experienced by smelling.,olfactory,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Chen-2019-61-VISUAL_MEAN,Chen-2019-61,zho,,Mean rating (0-5) of how strongly adjective concept is experienced by seeing.,visual,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Chen-2019-61-PERCEPTUAL_DOMINANT,Chen-2019-61,zho,,"Modality through which adjective concept is experienced most strongly (i.e., with highest strength rating).",dominant perceptual strength,,ratings,linguistic,meta,sensory modality,"{""base"": ""string"", ""format"": ""Auditory|Gustatory|Haptic|Olfactory|Visual""}",
Chen-2019-61-PERCEPTUAL_EXCLUSIVITY,Chen-2019-61,zho,,"Modality exclusivity of the concept; the extent to which a concept is experienced through a single perceptual modality (0–1, typically expressed as %), calculated as the range of perceptual strength values divided by their sum.",exclusivity perceptual strength,,ratings,percentage,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""1""}",
Speed-2017-485-AUDITORY_MEAN,Speed-2017-485,nld,,Mean rating (0-5) of how strongly noun concept is experienced by hearing.,auditory,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Speed-2017-485-GUSTATORY_MEAN,Speed-2017-485,nld,,Mean rating (0-5) of how strongly noun concept is experienced by tasting.,gustatory,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Speed-2017-485-HAPTIC_MEAN,Speed-2017-485,nld,,Mean rating (0-5) of how strongly noun concept is experienced by feeling through touch.,haptic,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Speed-2017-485-OLFACTORY_MEAN,Speed-2017-485,nld,,Mean rating (0-5) of how strongly noun concept is experienced by smelling.,olfactory,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Speed-2017-485-VISUAL_MEAN,Speed-2017-485,nld,,Mean rating (0-5) of how strongly noun concept is experienced by seeing.,visual,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Speed-2017-485-PERCEPTUAL_DOMINANT,Speed-2017-485,nld,,"Modality through which adjective concept is experienced most strongly (i.e., with highest strength rating).",dominant perceptual strength,,ratings,linguistic,meta,sensory modality,"{""base"": ""string"", ""format"": ""horen|joint|proeven|ruiken|voelen|zien""}",
Speed-2017-485-PERCEPTUAL_EXCLUSIVITY,Speed-2017-485,nld,,"Modality exclusivity of the concept; the extent to which a concept is experienced through a single perceptual modality (0–1, typically expressed as %), calculated as the range of perceptual strength values divided by their sum.",exclusivity perceptual strength,,ratings,percentage,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""1""}",
Speed-2017-485-AROUSAL_MEAN,Speed-2017-485,nld,,This is the mean of the arousal ratings for each word on a 7-point scale (0-7).,,,ratings,mean,user,arousal,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""7""}",
Speed-2017-485-DOMINANCE_MEAN,Speed-2017-485,nld,,This is the mean of the dominance ratings for each word on a 7-point scale (0-7).,,,ratings,mean,user,dominance,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""7""}",
Speed-2017-485-VALENCE_MEAN,Speed-2017-485,nld,,This is the mean of the valence ratings for each word on a 7-point scale (0-7).,,,ratings,mean,user,valence,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""7""}",
Crepaldi-2015-Frequency-ITALIAN_FREQUENCY,Crepaldi-2015-Frequency,ita,,This is the number of times the word appears in the corpus (number of words in the corpus not specified).,,,norms,tokens,corpus,frequency,"""nonNegativeInteger""",
Crepaldi-2015-Frequency-ITALIAN_CD,Crepaldi-2015-Frequency,ita,,This is the number of films in which the word appears.,,,norms,tokens,corpus,contextual diversity,"""nonNegativeInteger""",
Johansson-2020-344-SOUND_SYMBOLIC,Johansson-2020-344,eng,,"The value indicates if an item is potentially sound symbolic or not, where «1» indicates the concepts with sound-meaning associations whereas «0» means the lack thereof. The analysis of sound symbolic patterns is based on data across 245 language families.",,,norms,numeric,user,sound symbolism,"{""base"": ""boolean"", ""format"": ""1|0""}",
VanHeuven-2014-Frequency-ENGLISH_FREQUENCY,VanHeuven-2014-Frequency,eng,,"This is the number of times the word appears in the corpus of 201.3 million words (160,022 word types) from 45,099 BBC broadcasts.",,,norms,tokens,corpus,frequency,"{""base"": ""nonNegativeInteger"", ""maximum"": ""201300000""}",
VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_CBEEBIES,VanHeuven-2014-Frequency,eng,,"This is the number of times the word appears in the Cbeebies corpus (a channel for pre-school children, age 0-6).",Cbeebies,,norms,tokens,corpus,frequency,"""decimal""",
VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_CBBC,VanHeuven-2014-Frequency,eng,,"This is the number of times the word appears in the CBBC corpus (a channel for primary school children, age 6-12).",CBBC,,norms,tokens,corpus,frequency,"""nonNegativeInteger""",
VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_BNC,VanHeuven-2014-Frequency,eng,,This is the number of times the word appears in the British National Corpus.,BNC,,norms,tokens,corpus,frequency,"""nonNegativeInteger""",
VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency,eng,,This value is logarithmic word frequency based on the Zipf scale.,zipf,,norms,logarithmic,corpus,frequency,"""float""",
VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG_CBEEBIES,VanHeuven-2014-Frequency,eng,,"This value is logarithmic word frequency based on the Zipf scale in the Cbeebies corpus (a channel for pre-school children, age 0-6).","zipf, Cbeebies",,norms,logarithmic,corpus,frequency,"""float""",
VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG_CBBC,VanHeuven-2014-Frequency,eng,,"This value is logarithmic word frequency based on the Zipf scale in the CBBC corpus (a channel for primary school children, age 6-12).","zipf, CBBC",,norms,logarithmic,corpus,frequency,"""float""",
VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG_BNC,VanHeuven-2014-Frequency,eng,,This value is logarithmic word frequency based on the Zipf scale in the British National Corpus.,"zipf, BNC",,norms,logarithmic,corpus,frequency,"""float""",
VanHeuven-2014-Frequency-ENGLISH_CD,VanHeuven-2014-Frequency,eng,,"This is the number of films in which the word appears (max. 45,099 BBC broadcasts).",,,norms,tokens,corpus,contextual diversity,"{""base"": ""nonNegativeInteger"", ""maximum"": ""45099""}",
VanHeuven-2014-Frequency-ENGLISH_CD_CBEEBIES,VanHeuven-2014-Frequency,eng,,"This is the number of films of the Cbeebies corpus (a channel for pre-school children, age 0-6) in which the word appears.",Cbeebies,,norms,tokens,corpus,contextual diversity,"""nonNegativeInteger""",
VanHeuven-2014-Frequency-ENGLISH_CD_CBBC,VanHeuven-2014-Frequency,eng,,"This is the number of films of the CBBC corpus (a channel for primary school children, age 6-12) in which the word appears.",CBBC,,norms,tokens,corpus,contextual diversity,"""nonNegativeInteger""",
Vergallito-2020-1121-ACCURACY_LD_MEAN,Vergallito-2020-1121,ita,,This is the average accuracy of the responses in the lexical decision task.,accuracy,,ratings,percentage,users,lexical decision,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""1""}",
Vergallito-2020-1121-LD_RT_MEAN,Vergallito-2020-1121,ita,,This is the mean raw reaction times in the lexical decision task.,reaction time,,ratings,mean,users,lexical decision,"""float""",
Vergallito-2020-1121-ACCURACY_NAMING_MEAN,Vergallito-2020-1121,ita,,This is the average accuracy of the responses in the naming task.,accuracy,,ratings,percentage,users,naming,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""1""}",
Vergallito-2020-1121-NAMING_RT_MEAN,Vergallito-2020-1121,ita,,This is the mean raw reaction times in the naming task.,naming,,ratings,mean,users,reaction time,"""float""",
Vergallito-2020-1121-LD_RT_ZSCORE,Vergallito-2020-1121,ita,,"This is the reaction times scaled for participant and session, lexical decision task.",reaction time,,ratings,standardized,users,lexical decision,"""float""",
Vergallito-2020-1121-NAMING_RT_ZSCORE,Vergallito-2020-1121,ita,,"This is the reaction times scaled for participant and session, naming task.",naming,,ratings,standardized,users,reaction time,"""float""",
Vergallito-2020-1121-AUDITORY_MEAN,Vergallito-2020-1121,ita,,This is the mean rating in the auditory modality on a scale from 0 (not at all) to 5 (greatly).,auditory,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Vergallito-2020-1121-GUSTATORY_MEAN,Vergallito-2020-1121,ita,,This is the mean rating in the gustatory modality on a scale from 0 (not at all) to 5 (greatly).,gustatory,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Vergallito-2020-1121-HAPTIC_MEAN,Vergallito-2020-1121,ita,,This is the mean rating in the haptic modality on a scale from 0 (not at all) to 5 (greatly).,haptic,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Vergallito-2020-1121-OLFACTORY_MEAN,Vergallito-2020-1121,ita,,This is the mean rating in the olfactory modality on a scale from 0 (not at all) to 5 (greatly).,olfactory,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Vergallito-2020-1121-VISUAL_MEAN,Vergallito-2020-1121,ita,,This is the mean rating in the visual modality on a scale from 0 (not at all) to 5 (greatly).,visual,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
